"id","no answer","very important","quite important","not important","not at all important"
0,0.00419390993192792,0.737473130226135,0.152462482452393,0.0789949893951416,0.0268754363059998
1,0.00759451556950808,0.103144310414791,0.815522015094757,0.0648726299405098,0.00886652525514364
2,0.0146661633625627,0.104928962886333,0.483038604259491,0.370728850364685,0.0266374424099922
3,0.0342888124287128,0.0801942571997643,0.66434109210968,0.187211230397224,0.0339645631611347
4,0.0171691402792931,0.20757694542408,0.613330841064453,0.135939255356789,0.0259838216006756
5,0.00290915509685874,0.690236389636993,0.247970089316368,0.051627442240715,0.00725690741091967
6,0.00182281818706542,0.716866850852966,0.21629786491394,0.0467197149991989,0.0182927642017603
7,0.0111633641645312,0.0355304442346096,0.26591619849205,0.436680495738983,0.250709533691406
8,0.00335614429786801,0.492019563913345,0.4220250248909,0.0610964149236679,0.0215027797967196
9,0.00531898066401482,0.856427669525146,0.10010077804327,0.0289289280772209,0.00922364834696054
10,0.0067073330283165,0.421178728342056,0.428343892097473,0.0872006714344025,0.0565693899989128
11,0.00948059465736151,0.0232886672019958,0.125306367874146,0.594447195529938,0.247477203607559
12,0.00237921578809619,0.909144461154938,0.0742194578051567,0.0112119000405073,0.00304498802870512
13,0.00618903851136565,0.313670098781586,0.63327032327652,0.0351678878068924,0.0117027014493942
14,0.00473755644634366,0.101945862174034,0.575204908847809,0.302151620388031,0.0159600786864758
15,0.00877221766859293,0.402225136756897,0.535215198993683,0.044521052390337,0.00926638673990965
16,0.00624055974185467,0.800149202346802,0.150831460952759,0.034293994307518,0.00848477333784103
17,0.0141349164769053,0.00248288735747337,0.0487771853804588,0.821282565593719,0.113322451710701
18,0.0052068461664021,0.239246472716331,0.679049670696259,0.0624619275331497,0.0140350954607129
19,0.00445446092635393,0.403435677289963,0.486934423446655,0.05154212936759,0.0536332987248898
20,0.143653109669685,0.123618371784687,0.342281550168991,0.2594855427742,0.130961462855339
21,0.00143543106969446,0.944844663143158,0.0479606278240681,0.00418492499738932,0.00157436041627079
22,0.017074691131711,0.257461309432983,0.494168609380722,0.189034208655357,0.0422611720860004
23,0.006527089048177,0.381546229124069,0.489194065332413,0.104946054518223,0.0177865158766508
24,0.00823317281901836,0.391531944274902,0.489877641201019,0.0814846307039261,0.0288726631551981
25,0.00411571003496647,0.326509445905685,0.586125791072845,0.0745732262730598,0.00867581553757191
26,0.1093445494771,0.475839227437973,0.323584020137787,0.0612270385026932,0.0300051216036081
27,0.017326733097434,0.102083697915077,0.658243477344513,0.140064001083374,0.0822821035981178
28,0.00501591898500919,0.298836678266525,0.544351637363434,0.133324339985847,0.0184714458882809
29,0.108142472803593,0.228259101510048,0.563770651817322,0.0851142555475235,0.0147135341539979
30,0.0198747497051954,0.0519772693514824,0.273373275995255,0.319318026304245,0.335456728935242
31,0.0020624790340662,0.544531583786011,0.433730155229568,0.016251266002655,0.00342452572658658
32,0.00160487147513777,0.914059042930603,0.0757006332278252,0.00640981458127499,0.00222562276758254
33,0.00728317629545927,0.232071563601494,0.64804607629776,0.0911973863840103,0.0214017927646637
34,0.00355236162431538,0.626867949962616,0.337077438831329,0.0277686584740877,0.00473356479778886
35,0.0127403726801276,0.0269895158708096,0.339249521493912,0.305302560329437,0.315718054771423
36,0.0083622969686985,0.448181837797165,0.495489418506622,0.0408401489257812,0.00712624052539468
37,0.0033631834667176,0.801159620285034,0.156329169869423,0.0232605822384357,0.0158874671906233
38,0.00187417375855148,0.409910708665848,0.537727236747742,0.046769991517067,0.00371790281496942
39,0.00562648894265294,0.346651881933212,0.564528465270996,0.0709729120135307,0.0122202280908823
40,0.00383908208459616,0.652561187744141,0.317677646875381,0.0197571571916342,0.00616492889821529
41,0.0148082505911589,0.057798195630312,0.389952957630157,0.325000107288361,0.212440505623817
42,0.00677407719194889,0.298312276601791,0.401426434516907,0.196799576282501,0.0966876298189163
43,0.00238086492754519,0.529219388961792,0.437550455331802,0.0259580537676811,0.00489124096930027
44,0.00378995924256742,0.44169357419014,0.48196730017662,0.0624877773225307,0.01006143912673
45,0.0249700639396906,0.172582373023033,0.359042555093765,0.372529715299606,0.070875272154808
46,0.00242618238553405,0.591060698032379,0.380923807621002,0.0202886089682579,0.00530073512345552
47,0.00390415824949741,0.366554498672485,0.557202219963074,0.054868470877409,0.0174706634134054
48,0.00383992563001812,0.713019490242004,0.248857021331787,0.027738930657506,0.00654462585225701
49,0.0172548424452543,0.768873631954193,0.170753091573715,0.0361605547368526,0.00695791561156511
50,0.00663940096274018,0.790693879127502,0.162600427865982,0.0290177166461945,0.0110486075282097
51,0.00238562631420791,0.649205148220062,0.301909327507019,0.0271586999297142,0.0193412192165852
52,0.00343588180840015,0.275412112474442,0.653830051422119,0.0523165166378021,0.0150054199621081
53,0.0168663561344147,0.101897239685059,0.438966751098633,0.398263901472092,0.0440058000385761
54,0.00490676611661911,0.24018257856369,0.563893258571625,0.166080981492996,0.0249364469200373
55,0.00265541509725153,0.609012544155121,0.368040531873703,0.0154191814363003,0.00487230438739061
56,0.00978545285761356,0.185747161507607,0.728071689605713,0.060888510197401,0.0155071690678596
57,0.0038300643209368,0.484080582857132,0.383109748363495,0.12113943696022,0.00784023571759462
58,0.00988372042775154,0.285353124141693,0.422632724046707,0.247616663575172,0.0345137417316437
59,0.00438040774315596,0.651739716529846,0.304139703512192,0.0292781367897987,0.0104620354250073
60,0.00109484593849629,0.908634960651398,0.0798507109284401,0.00769338104873896,0.00272610224783421
61,0.00849230866879225,0.0490054078400135,0.454917997121811,0.313241571187973,0.17434273660183
62,0.00355770718306303,0.0716231912374496,0.692904055118561,0.205294370651245,0.0266207158565521
63,0.00508114416152239,0.372796446084976,0.511334955692291,0.0954297930002213,0.0153576852753758
64,0.00652849115431309,0.551630795001984,0.345692306756973,0.0692385360598564,0.0269098747521639
65,0.00760285323485732,0.323529303073883,0.614046633243561,0.0454570055007935,0.00936423521488905
66,0.0110591482371092,0.137312859296799,0.481494247913361,0.335689306259155,0.0344444923102856
67,0.00582133932039142,0.545915901660919,0.245914816856384,0.169219374656677,0.0331285297870636
68,0.00616413727402687,0.427723973989487,0.490506052970886,0.0651967003941536,0.0104091670364141
69,0.00773069309070706,0.117436729371548,0.687012195587158,0.164502441883087,0.0233179479837418
70,0.00587066542357206,0.275633275508881,0.365467995405197,0.317861646413803,0.0351664014160633
71,0.00821324251592159,0.457123190164566,0.414753645658493,0.111190892755985,0.00871902704238892
72,0.00455460604280233,0.880158245563507,0.0962085798382759,0.0124426791444421,0.00663584843277931
73,0.00578543590381742,0.163418248295784,0.537900805473328,0.271093994379044,0.0218014549463987
74,0.00472796941176057,0.667586028575897,0.255857616662979,0.0477346442639828,0.024093771353364
75,0.00587896909564734,0.779735028743744,0.154395654797554,0.037856861948967,0.0221334658563137
76,0.00105935055762529,0.950620055198669,0.0407504066824913,0.00581217929720879,0.00175803084857762
77,0.00532384123653173,0.233103483915329,0.496872574090958,0.216219425201416,0.0484807156026363
78,0.0324556119740009,0.307750880718231,0.395849734544754,0.164544820785522,0.0993989706039429
79,0.00930549297481775,0.311528146266937,0.621194422245026,0.0481521934270859,0.00981972459703684
80,0.00430672289803624,0.530368387699127,0.376894444227219,0.0700313597917557,0.0183991193771362
81,0.00233415863476694,0.650236368179321,0.329385757446289,0.0116012375801802,0.00644247978925705
82,0.00796326156705618,0.454849928617477,0.346205174922943,0.0804312750697136,0.11055038869381
83,0.236364439129829,0.153305441141129,0.449623703956604,0.105237819254398,0.0554686300456524
84,0.0448746494948864,0.0921621471643448,0.384783953428268,0.329373061656952,0.148806184530258
85,0.00144204997923225,0.726915836334229,0.222867131233215,0.0291980560868979,0.0195769406855106
86,0.0037688072770834,0.817865312099457,0.154455289244652,0.0183240212500095,0.00558662973344326
87,0.00213845213875175,0.566358745098114,0.412334114313126,0.0136266304180026,0.00554205942898989
88,0.0105556035414338,0.0350811257958412,0.31046998500824,0.476616472005844,0.167276844382286
89,0.00904495548456907,0.217613101005554,0.384133666753769,0.319995641708374,0.0692126899957657
90,0.00357398902997375,0.614298224449158,0.339318066835403,0.0272308401763439,0.0155789162963629
91,0.00423179194331169,0.184507474303246,0.633098423480988,0.123441122472286,0.054721187800169
92,0.0141852498054504,0.219461724162102,0.306364566087723,0.402167707681656,0.0578206852078438
93,0.0188300143927336,0.0966666862368584,0.496560424566269,0.303891211748123,0.0840516239404678
94,0.00549334147945046,0.517204105854034,0.401586979627609,0.0508095137774944,0.0249060336500406
95,0.00199683872051537,0.597294330596924,0.380243450403214,0.0128518966957927,0.00761345075443387
96,0.0113808624446392,0.0490947887301445,0.449249982833862,0.296999335289001,0.193275019526482
97,0.00186089205089957,0.779290378093719,0.189226791262627,0.0230759177356958,0.00654603727161884
98,0.00960448198020458,0.0826655626296997,0.30115070939064,0.436859011650085,0.169720202684402
99,0.00402178708463907,0.53454726934433,0.415001511573792,0.0382031053304672,0.00822631642222404
100,0.0023502700496465,0.71897280216217,0.253624111413956,0.0191016495227814,0.00595120107755065
101,0.011362336575985,0.299618571996689,0.531725466251373,0.131968885660172,0.0253247078508139
102,0.0168324392288923,0.194974049925804,0.332386404275894,0.204958841204643,0.250848293304443
103,0.0137713644653559,0.0145899364724755,0.113080427050591,0.326815336942673,0.531742930412292
104,0.0068777771666646,0.0114966547116637,0.0883312523365021,0.479819923639297,0.413474410772324
105,0.00122932065278292,0.920190751552582,0.067820817232132,0.00771609228104353,0.00304305925965309
106,0.0109513597562909,0.146610364317894,0.579673707485199,0.243389144539833,0.0193754341453314
107,0.00518500991165638,0.650565564632416,0.304024040699005,0.0316418446600437,0.00858354289084673
108,0.00340864947065711,0.696996450424194,0.270063251256943,0.0257128458470106,0.00381884258240461
109,0.00816993787884712,0.57259076833725,0.263873904943466,0.113091133534908,0.0422742180526257
110,0.00232890853658319,0.244771167635918,0.624868273735046,0.0955849662423134,0.0324466526508331
111,0.00339728267863393,0.706255972385406,0.26444485783577,0.0208860710263252,0.00501584261655807
112,0.00756155280396342,0.387463599443436,0.525695621967316,0.0679527446627617,0.0113264853134751
113,0.00420722737908363,0.13752107322216,0.674267947673798,0.169024527072906,0.0149792702868581
114,0.00575642613694072,0.377077043056488,0.50614857673645,0.100237555801868,0.0107804359868169
